,Player,#,Nation,Pos,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,Fls,Fld,Crs,TklW,Int,CrdY,CrdR
7,Christian Fuchs,28,at AUT,CB,79.0,0,0,0.0,0.0,0.0,1,0,1,0,2,1,0,0,0
8,Fousseni Diabaté,33,ml MLI,CM,11.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
9,Harry Maguire,15,eng ENG,CB,90.0,0,0,0.4,0.4,0.0,7,1,2,0,1,3,4,0,0
10,Wes Morgan,5,jm JAM,CB,90.0,0,0,0.5,0.5,0.0,2,0,1,0,0,0,1,0,0
11,Daniel Amartey,18,gh GHA,RB,20.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
12,Ben Chilwell,3,eng ENG,CM,70.0,0,0,0.1,0.1,0.0,1,0,0,1,2,1,2,0,0
13,Kasper Schmeichel,1,dk DEN,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
0,Callum Wilson,13,eng ENG,FW,77.0,0,0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0
1,Andrew Surman,6,eng ENG,CM,13.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2,Joshua King,17,no NOR,AM,90.0,1,0,1.1,0.4,0.1,2,1,0,2,1,1,1,0,0
3,Lys Mousset,31,fr FRA,FW,,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
4,Junior Stanislas,19,eng ENG,CM,90.0,0,0,0.4,0.4,0.2,5,1,0,0,6,1,0,0,0
5,Dan Gosling,4,eng ENG,CM,90.0,0,0,0.0,0.0,0.0,0,0,2,0,1,0,1,1,0
6,Lewis Cook,16,eng ENG,CM,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,2,1,0,0
7,Adam Smith,15,eng ENG,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,2,3,0,0,0,0
8,Charlie Daniels,11,eng ENG,LB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,2,0,0,0,0
9,Nathan Aké,5,nl NED,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,2,0,0
10,Steve Cook,3,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,1,1,2,0,0
11,Simon Francis,2,eng ENG,RB,90.0,0,0,0.0,0.0,0.0,0,0,1,2,0,1,1,0,0
12,Asmir Begović,27,ba BIH,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Jordan Ayew,18,gh GHA,FW,90.0,1,0,0.8,0.0,0.0,1,1,3,2,0,1,1,0,0
1,André Ayew,19,gh GHA,FW,78.0,0,1,0.1,0.1,0.1,2,2,3,4,0,2,2,0,0
2,Nathan Dyer,12,eng ENG,FW,12.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0
3,Martin Olsson,16,se SWE,CM,90.0,0,0,0.0,0.0,0.0,0,0,0,1,4,0,1,0,0
4,Sam Clucas,17,eng ENG,CM,90.0,0,0,0.0,0.0,0.1,0,0,1,1,2,1,0,0,0
5,Tammy Abraham,10,eng ENG,CM,,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
6,Ki Sung-yueng,4,kr KOR,CM,90.0,1,1,0.0,0.0,0.1,2,1,0,1,3,1,0,0,0
7,Andy King,24,wal WAL,CM,81.0,1,0,0.7,0.7,0.0,1,1,0,1,1,0,0,0,0
8,Tom Carroll,14,eng ENG,CM,9.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
9,Kyle Naughton,26,eng ENG,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,3,0,0
10,Alfie Mawson,6,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,2,0,0,1,0,0
11,Federico Fernández,33,ar ARG,CB,90.0,0,0,0.3,0.3,0.0,1,0,0,1,0,0,1,0,0
12,Mike van der Hoorn,5,nl NED,CB,90.0,1,0,0.1,0.1,0.0,1,1,0,0,0,1,3,0,0
13,Łukasz Fabiański,1,pl POL,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Javier Hernández,17,mx MEX,FW,90.0,0,0,0.0,0.0,0.0,0,0,1,1,1,1,0,0,0
1,Manuel Lanzini,10,ar ARG,AM,90.0,0,0,0.0,0.0,0.2,1,0,0,2,2,0,2,0,0
2,Marko Arnautović,7,at AUT,AM,90.0,0,0,0.3,0.3,0.0,2,1,3,0,3,0,1,1,0
3,Patrice Evra,27,fr FRA,CM,45.0,0,0,0.0,0.0,0.0,0,0,0,0,2,2,2,0,0
4,Michail Antonio,30,eng ENG,CM,45.0,1,0,0.1,0.1,0.0,2,1,0,3,2,3,1,0,0
5,Mark Noble,16,eng ENG,CM,90.0,0,0,0.0,0.0,0.0,0,0,4,0,0,0,2,1,0
6,Cheikhou Kouyaté,8,sn SEN,CM,90.0,0,0,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0
7,Pablo Zabaleta,5,ar ARG,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,3,0,0
8,Aaron Cresswell,3,eng ENG,CB,90.0,0,1,0.0,0.0,0.1,0,0,1,2,5,2,2,0,0
9,Winston Reid,2,nz NZL,CB,27.0,0,0,0.2,0.2,0.0,1,0,1,0,0,0,0,0,0
10,Sam Byram,22,eng ENG,CM,63.0,0,0,0.0,0.0,0.0,1,0,0,1,0,0,2,0,0
11,Declan Rice,41,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,2,0,0
12,Adrián,13,es ESP,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Guido Carrillo,9,ar ARG,FW,79.0,0,0,0.0,0.0,0.1,1,0,1,0,0,1,0,0,0
1,Shane Long,7,ie IRL,FW,11.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0
2,Nathan Redmond,22,eng ENG,LW,90.0,0,0,0.1,0.1,0.2,2,2,0,0,16,0,1,0,0
3,Josh Sims,39,eng ENG,RW,76.0,0,0,0.2,0.2,0.0,3,2,0,1,1,2,0,0,0
4,Sofiane Boufal,19,ma MAR,LW,14.0,0,0,0.1,0.1,0.0,1,0,0,2,1,0,0,0,0
5,Dušan Tadić,11,rs SRB,AM,64.0,0,0,0.0,0.0,0.0,0,0,0,2,3,1,0,0,0
6,Manolo Gabbiadini,20,it ITA,FW,26.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
7,Mario Lemina,18,ga GAB,DM,90.0,0,0,0.1,0.1,0.0,3,0,0,2,1,0,1,0,0
8,Oriol Romeu,14,es ESP,DM,90.0,0,0,0.0,0.0,0.0,1,0,2,1,0,0,0,0,0
9,Ryan Bertrand,21,eng ENG,LB,90.0,0,0,0.0,0.0,0.1,1,0,1,4,11,0,1,0,0
10,Wesley Hoedt,6,nl NED,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,0,0,0
11,Jack Stephens,5,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,2,0,0
12,Cédric Soares,2,pt POR,RB,90.0,0,0,0.1,0.1,0.1,4,2,0,1,11,0,0,0,0
13,Alex McCarthy,13,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Mame Biram Diouf,18,sn SEN,FW,23.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0
1,Erik Pieters,3,nl NED,LB,67.0,0,0,0.0,0.0,0.0,0,0,2,0,0,1,1,0,0
2,Eric Maxim Choupo-Moting,10,cm CMR,LW,64.0,0,0,0.4,0.4,0.0,3,1,0,1,2,1,1,0,0
3,Jesé,11,es ESP,LW,26.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0
4,Xherdan Shaqiri,22,ch SUI,RW,90.0,0,0,0.0,0.0,0.1,0,0,1,1,3,0,1,0,0
5,Badou Ndiaye,27,sn SEN,AM,90.0,0,0,0.2,0.2,0.0,4,2,5,1,0,2,0,0,0
6,Joe Allen,4,wal WAL,AM,90.0,0,0,0.0,0.0,0.0,0,0,0,0,3,0,3,0,0
7,Geoff Cameron,20,us USA,DM,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,4,1,0
8,Kostas Stafylidis,21,gr GRE,LB,45.0,0,0,0.0,0.0,0.0,2,0,0,0,1,0,1,0,0
9,Peter Crouch,25,eng ENG,FW,45.0,0,0,0.0,0.0,0.3,2,0,1,1,0,0,0,0,0
10,Bruno Martins Indi,15,nl NED,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,2,0,1,0,0,0
11,Kurt Zouma,6,fr FRA,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0
12,Moritz Bauer,2,at AUT,RB,90.0,0,0,0.0,0.0,0.0,0,0,3,1,3,1,1,0,0
13,Jack Butland,1,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Harry Kane,10,eng ENG,FW,90.0,0,1,0.7,0.7,0.1,6,3,0,1,2,0,0,0,0
1,Son Heung-min,7,kr KOR,LW,70.0,2,0,0.9,0.9,0.4,4,2,0,0,3,0,0,0,0
2,Érik Lamela,11,ar ARG,LW,20.0,0,0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0
3,Christian Eriksen,23,dk DEN,RW,90.0,0,0,0.1,0.1,0.2,3,2,0,0,7,0,1,0,0
4,Dele Alli,20,eng ENG,AM,83.0,0,1,0.0,0.0,0.8,0,0,2,3,2,0,1,1,0
5,Lucas Moura,27,br BRA,AM,7.0,0,0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0
6,Eric Dier,15,eng ENG,CM,90.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,3,0,0
7,Mousa Dembélé,19,be BEL,CM,77.0,0,0,0.0,0.0,0.0,0,0,2,1,0,1,1,0,0
8,Moussa Sissoko,17,fr FRA,CM,13.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
9,Ben Davies,33,wal WAL,LB,90.0,0,0,0.0,0.0,0.0,1,0,0,1,2,2,4,0,0
10,Jan Vertonghen,5,be BEL,CB,90.0,0,0,0.0,0.0,0.0,1,0,0,1,0,0,4,0,0
11,Davinson Sánchez,6,co COL,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,2,0,0
12,Serge Aurier,24,ci CIV,RB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,2,3,3,0,0
13,Hugo Lloris,1,fr FRA,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Steve Mounié,24,bj BEN,FW,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0
1,Rajiv van La Parra,17,nl NED,LW,90.0,0,0,0.0,0.0,0.0,1,1,0,1,2,1,0,0,0
2,Collin Quaner,23,de GER,RW,33.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0
3,Tom Ince,22,eng ENG,RW,57.0,0,0,0.1,0.1,0.0,1,1,1,0,1,0,1,0,0
4,Alex Pritchard,21,eng ENG,AM,45.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0
5,Philip Billing,8,dk DEN,AM,45.0,0,0,0.0,0.0,0.0,0,0,0,0,2,2,2,0,0
6,Jonathan Hogg,6,eng ENG,DM,83.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,2,1,0
7,Laurent Depoitre,20,be BEL,DM,7.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
8,Danny Williams,19,us USA,DM,90.0,0,0,0.0,0.0,0.0,1,1,0,0,2,1,0,0,0
9,Terence Kongolo,5,nl NED,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,5,3,0,0
10,Christopher Schindler,26,de GER,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,4,1,0,0
11,Mathias Jørgensen,25,dk DEN,CB,90.0,0,0,0.0,0.0,0.1,0,0,4,0,0,1,5,0,0
12,Florent Hadergjonaj,33,xk KVX,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,7,0,1,0,0
13,Jonas Lössl,1,dk DEN,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Roberto Firmino,9,br BRA,FW,88.0,0,1,0.1,0.1,0.5,2,0,1,0,1,2,0,0,0
1,Joël Matip,32,cm CMR,CB,2.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
2,Sadio Mané,19,sn SEN,LW,74.0,1,0,0.4,0.4,0.0,2,1,1,0,0,1,0,0,0
3,Adam Lallana,20,eng ENG,LW,16.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
4,Mohamed Salah,11,eg EGY,RW,90.0,1,0,0.7,0.7,0.1,5,2,0,2,5,0,0,0,0
5,Emre Can,23,de GER,CM,90.0,0,0,0.0,0.0,0.0,1,0,0,2,0,2,2,0,0
6,Jordan Henderson,14,eng ENG,CM,90.0,0,0,0.1,0.1,0.0,1,0,1,0,0,3,3,0,0
7,Alex Oxlade-Chamberlain,21,eng ENG,CM,79.0,0,1,0.0,0.0,0.4,0,0,2,1,0,2,2,0,0
8,James Milner,7,eng ENG,CM,11.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0
9,Andrew Robertson,26,sco SCO,LB,90.0,0,0,0.0,0.0,0.2,0,0,1,1,3,1,1,0,0
10,Virgil van Dijk,4,nl NED,CB,90.0,0,0,0.2,0.2,0.0,1,0,1,1,0,0,1,0,0
11,Dejan Lovren,6,hr CRO,CB,90.0,0,0,0.1,0.1,0.2,2,1,0,0,0,0,2,0,0
12,Trent Alexander-Arnold,66,eng ENG,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,5,3,0,0,0
13,Loris Karius,1,de GER,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Dwight Gayle,9,eng ENG,FW,66.0,0,0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0
1,Joselu,21,es ESP,FW,24.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0
2,Jacob Murphy,7,eng ENG,AM,84.0,0,0,0.1,0.1,0.0,1,0,1,0,1,0,0,0,0
3,Ayoze Pérez,17,es ESP,FW,6.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
4,Christian Atsu,30,gh GHA,AM,90.0,0,0,0.0,0.0,0.1,0,0,0,1,1,1,1,0,0
5,Kenedy,15,br BRA,CM,90.0,0,0,0.0,0.0,0.0,1,0,1,2,3,1,0,0,0
6,Mikel Merino,23,es ESP,CM,73.0,0,0,0.0,0.0,0.1,0,0,2,2,0,0,2,0,0
7,Isaac Hayden,14,eng ENG,CM,17.0,0,0,0.1,0.1,0.0,1,0,0,1,0,0,2,0,0
8,Mohamed Diamé,10,sn SEN,CM,90.0,0,0,0.1,0.1,0.0,1,1,1,0,0,1,1,0,0
9,DeAndre Yedlin,22,us USA,CM,90.0,0,0,0.0,0.0,0.0,0,0,2,0,1,2,0,0,0
10,Paul Dummett,3,wal WAL,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,2,0,0
11,Jamaal Lascelles,6,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
12,Florian Lejeune,20,fr FRA,CB,90.0,0,0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0
13,Martin Dúbravka,12,sk SVK,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Glenn Murray,17,eng ENG,FW,90.0,1,0,0.1,0.1,0.2,2,2,5,3,0,1,0,1,0
1,Pascal Groß,13,de GER,FW,87.0,0,1,0.2,0.2,0.4,2,2,0,0,6,1,0,0,0
2,Beram Kayal,7,il ISR,FW,3.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,2,0,0
3,José Izquierdo,19,co COL,CM,90.0,0,0,0.2,0.2,0.0,4,0,0,2,2,1,0,0,0
4,Davy Pröpper,24,nl NED,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,3,2,0,0
5,Dale Stephens,6,eng ENG,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,1,1,0
6,Anthony Knockaert,11,fr FRA,CM,77.0,0,0,0.2,0.2,0.1,2,1,1,2,2,2,2,0,0
7,Solly March,20,eng ENG,CM,13.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0
8,Gaëtan Bong,3,cm CMR,LB,90.0,0,0,0.0,0.0,0.0,0,0,1,2,2,0,4,0,0
9,Lewis Dunk,5,eng ENG,CB,90.0,1,0,0.4,0.4,0.0,2,1,1,0,0,0,0,0,0
10,Shane Duffy,22,ie IRL,CB,90.0,0,1,0.1,0.1,0.0,1,0,1,0,0,0,1,0,0
11,Ezequiel Schelotto,21,it ITA,RB,69.0,0,0,0.0,0.0,0.0,0,0,0,0,3,1,0,1,0
12,Bruno,2,es ESP,RB,21.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0
13,Mathew Ryan,1,au AUS,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Pierre-Emerick Aubameyang,14,ga GAB,FW,90.0,1,0,0.2,0.2,0.1,2,2,0,1,0,1,0,0,0
1,Alex Iwobi,17,ng NGA,LW,74.0,0,0,0.1,0.1,0.0,2,1,1,1,0,0,0,0,0
2,Danny Welbeck,23,eng ENG,LW,16.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3,Henrikh Mkhitaryan,7,am ARM,RW,83.0,0,0,0.1,0.1,0.1,3,2,1,1,12,0,1,0,0
4,Héctor Bellerín,24,es ESP,RB,7.0,0,0,0.0,0.0,0.1,0,0,1,0,1,0,0,0,0
5,Mesut Özil,11,de GER,AM,90.0,0,0,0.1,0.1,0.0,3,1,2,1,2,0,0,0,0
6,Jack Wilshere,10,eng ENG,CM,90.0,0,0,0.0,0.0,0.0,1,0,1,3,0,0,1,1,0
7,Granit Xhaka,29,ch SUI,CM,90.0,0,1,0.0,0.0,0.2,1,0,1,1,4,3,1,1,0
8,Sead Kolašinac,31,ba BIH,LB,90.0,0,0,0.0,0.0,0.1,0,0,0,0,4,2,1,1,0
9,Laurent Koscielny,6,fr FRA,CB,90.0,0,0,0.0,0.0,0.0,1,0,1,3,0,0,2,0,0
10,Shkodran Mustafi,20,de GER,CB,90.0,0,0,0.0,0.0,0.0,1,1,2,1,1,1,4,0,0
11,Calum Chambers,21,eng ENG,RB,83.0,0,0,0.0,0.0,0.0,0,0,2,0,2,1,1,0,0
12,Eddie Nketiah,62,eng ENG,FW,7.0,0,0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0
13,Petr Čech,33,cz CZE,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Sergio Agüero,10,ar ARG,FW,85.0,0,0,0.1,0.1,0.2,1,0,0,1,0,0,0,0,0
1,Gabriel Jesus,33,br BRA,FW,5.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2,Leroy Sané,19,de GER,LW,90.0,0,0,0.2,0.2,0.1,5,0,0,0,1,1,3,0,0
3,Bernardo Silva,20,pt POR,RW,90.0,1,0,0.3,0.3,0.0,3,1,2,3,3,1,1,0,0
4,David Silva,21,es ESP,CM,90.0,0,1,0.1,0.1,0.3,3,1,1,1,4,1,1,0,0
5,Phil Foden,47,eng ENG,CM,,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
6,Kevin De Bruyne,17,be BEL,CM,90.0,0,0,0.0,0.0,0.1,1,0,3,1,8,0,0,0,0
7,İlkay Gündoğan,8,de GER,DM,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,2,1,0
8,Oleksandr Zinchenko,35,ua UKR,LB,87.0,0,0,0.0,0.0,0.0,0,0,1,0,2,0,1,1,0
9,Danilo,3,br BRA,LB,3.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
10,Aymeric Laporte,14,fr FRA,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
11,Nicolás Otamendi,30,ar ARG,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,2,0,0,0
12,Kyle Walker,2,eng ENG,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0
13,Ederson,31,br BRA,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Eden Hazard,10,be BEL,FW,90.0,0,0,0.0,0.0,0.0,0,0,1,2,1,0,0,0,0
1,Álvaro Morata,9,es ESP,FW,,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
2,Pedro,11,es ESP,AM,82.0,0,0,0.0,0.0,0.0,0,0,1,2,4,0,2,0,0
3,Emerson Palmieri,33,it ITA,FW,8.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0
4,Willian,22,br BRA,AM,78.0,0,0,0.0,0.0,0.0,0,0,0,0,1,3,1,0,0
5,Olivier Giroud,18,fr FRA,FW,12.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0
6,Marcos Alonso,3,es ESP,CM,90.0,0,0,0.0,0.0,0.0,1,0,1,0,1,2,4,0,0
7,Danny Drinkwater,6,eng ENG,CM,90.0,0,0,0.0,0.0,0.0,0,0,2,1,0,1,1,0,0
8,Cesc Fàbregas,4,es ESP,CM,90.0,0,0,0.0,0.0,0.1,0,0,1,0,1,0,1,0,0
9,Victor Moses,15,ng NGA,CM,90.0,0,0,0.1,0.1,0.0,1,0,0,1,0,1,0,0,0
10,Antonio Rüdiger,2,de GER,CB,90.0,0,0,0.0,0.0,0.0,0,0,3,1,0,2,0,1,0
11,Andreas Christensen,27,dk DEN,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,2,0,0
12,César Azpilicueta,28,es ESP,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,1,0,0
13,Thibaut Courtois,13,be BEL,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Christian Benteke,17,be BEL,FW,90.0,0,1,0.3,0.3,0.1,3,1,2,3,0,2,0,0,0
1,Alexander Sørloth,9,no NOR,FW,90.0,0,0,0.1,0.1,0.0,3,1,2,0,2,0,0,0,0
2,Jeffrey Schlupp,15,gh GHA,CM,80.0,0,1,0.0,0.0,0.1,0,0,0,1,1,1,1,0,0
3,Jaïro Riedewald,44,nl NED,CM,10.0,0,0,0.0,0.0,0.1,0,0,0,0,1,1,0,0,0
4,Andros Townsend,10,eng ENG,CM,90.0,1,0,0.1,0.1,0.5,3,1,0,0,9,3,2,1,0
5,James McArthur,18,sco SCO,DM,90.0,0,0,0.5,0.5,0.0,2,0,1,1,0,2,3,0,0
6,Luka Milivojević,4,rs SRB,DM,90.0,0,0,0.0,0.0,0.0,0,0,2,1,3,3,1,0,0
7,Patrick van Aanholt,3,nl NED,LB,90.0,1,0,0.1,0.1,0.1,1,1,1,1,1,1,3,0,0
8,James Tomkins,5,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,1,0,1,1,0,0,4,0,0
9,Martin Kelly,34,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,2,0,0
10,Aaron Wan-Bissaka,29,eng ENG,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,4,0,4,0,0
11,Wayne Hennessey,13,wal WAL,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Romelu Lukaku,9,be BEL,FW,90.0,1,0,0.1,0.1,0.4,1,1,0,0,2,0,0,0,0
1,Alexis Sánchez,7,cl CHI,LW,90.0,0,0,0.3,0.3,0.0,2,1,2,0,2,0,0,0,0
2,Jesse Lingard,14,eng ENG,RW,90.0,0,0,0.5,0.5,0.2,2,0,0,1,3,0,2,0,0
3,Paul Pogba,6,fr FRA,CM,90.0,0,0,0.1,0.1,0.0,4,2,0,5,1,0,1,0,0
4,Scott McTominay,39,sco SCO,CM,45.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,1,1,0
5,Marcus Rashford,19,eng ENG,CM,45.0,0,0,0.1,0.1,0.4,2,0,0,0,4,0,1,0,0
6,Nemanja Matić,31,rs SRB,DM,90.0,1,0,0.1,0.1,0.0,4,1,1,2,0,0,1,1,0
7,Ashley Young,18,eng ENG,LB,67.0,0,0,0.0,0.0,0.0,0,0,1,0,4,1,1,1,0
8,Juan Mata,8,es ESP,RW,23.0,0,0,0.1,0.1,0.1,1,1,0,1,2,1,0,0,0
9,Victor Lindelöf,2,se SWE,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0
10,Chris Smalling,12,eng ENG,CB,90.0,1,0,0.6,0.6,0.0,2,1,1,1,0,4,0,0,0
11,Antonio Valencia,25,ec ECU,RB,67.0,0,1,0.0,0.0,0.4,1,0,1,0,0,1,1,0,0
12,Luke Shaw,23,eng ENG,CB,23.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
13,David de Gea,1,es ESP,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Romelu Lukaku,9,be BEL,FW,90.0,0,1,0.0,0.0,0.1,0,0,1,1,0,0,0,0,0
1,Marcus Rashford,19,eng ENG,LW,70.0,2,0,0.2,0.2,0.0,2,2,2,2,1,0,1,1,0
2,Marouane Fellaini,27,be BEL,CM,20.0,0,0,0.0,0.0,0.0,0,0,0,2,1,0,1,0,0
3,Juan Mata,8,es ESP,RW,89.0,0,0,0.4,0.4,0.0,2,0,0,1,0,0,2,0,0
4,Jesse Lingard,14,eng ENG,RW,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
5,Alexis Sánchez,7,cl CHI,AM,90.0,0,0,0.0,0.0,0.4,0,0,1,3,3,2,1,0,0
6,Matteo Darmian,36,it ITA,DF,,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
7,Nemanja Matić,31,rs SRB,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,5,1,0,0
8,Scott McTominay,39,sco SCO,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,3,0,1,5,0,0
9,Ashley Young,18,eng ENG,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,2,1,4,4,0,0
10,Chris Smalling,12,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,2,0,0
11,Eric Bailly,3,ci CIV,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,5,0,0
12,Antonio Valencia,25,ec ECU,RB,90.0,0,0,0.0,0.0,0.0,0,0,2,1,0,2,2,1,0
13,David de Gea,1,es ESP,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Roberto Firmino,9,br BRA,FW,90.0,0,0,0.1,0.1,0.0,3,2,4,1,5,4,0,0,0
1,Sadio Mané,19,sn SEN,LW,90.0,0,0,0.0,0.0,0.1,1,0,1,4,2,0,1,0,0
2,Mohamed Salah,11,eg EGY,RW,90.0,0,0,0.0,0.0,0.1,1,0,0,1,4,1,0,0,0
3,James Milner,7,eng ENG,CM,90.0,0,0,0.0,0.0,0.3,1,0,2,1,14,0,0,0,0
4,Alex Oxlade-Chamberlain,21,eng ENG,CM,62.0,0,0,0.1,0.1,0.0,3,0,1,0,0,2,0,1,0
5,Adam Lallana,20,eng ENG,CM,28.0,0,0,0.0,0.0,0.0,0,0,0,1,2,0,0,0,0
6,Emre Can,23,de GER,DM,90.0,0,0,0.0,0.0,0.0,0,0,2,1,0,3,0,0,0
