Player,Pos,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,Fls,Fld,Crs,TklW,Int,CrdY,CrdR,position_group,Premier League
Joshua King,FW,90.0,0,0,0.0,0.0,0.0,1,0,0,2,1,0,0,0,0,Forward,PL
Dan Gosling,FW,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,Forward,PL
Junior Stanislas,CM,75.0,0,0,0.1,0.1,0.0,1,0,0,0,4,0,0,0,0,Midfield,PL
Lewis Cook,CM,83.0,0,0,0.1,0.1,0.0,1,0,0,0,2,1,0,0,0,Midfield,PL
Lys Mousset,CM,7.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Andrew Surman,DM,90.0,0,0,0.0,0.0,0.0,0,0,2,1,0,0,0,0,0,Midfield,PL
Charlie Daniels,WB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,Defender,PL
Adam Smith,WB,75.0,0,0,0.0,0.0,0.1,0,0,1,1,1,1,0,1,0,Defender,PL
Jordon Ibe,WB,15.0,0,0,0.0,0.0,0.1,0,0,0,2,2,0,0,0,0,Defender,PL
Nathan Aké,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,2,0,0,Defender,PL
Steve Cook,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,3,1,0,Defender,PL
Simon Francis,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,2,2,0,0,Defender,PL
Richarlison,FW,90.0,0,0,0.1,0.1,0.0,3,0,3,2,3,1,2,0,0,Forward,PL
Andre Gray,FW,63.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,Forward,PL
Troy Deeney,FW,27.0,1,0,0.8,0.0,0.1,1,0,0,0,0,0,0,0,0,Forward,PL
Roberto Pereyra,FW,81.0,0,0,0.1,0.1,0.0,1,0,0,2,1,2,0,0,0,Forward,PL
Étienne Capoue,FW,9.0,0,0,0.2,0.2,0.0,2,0,0,0,0,0,0,0,0,Forward,PL
José Holebas,CM,90.0,0,0,0.0,0.0,0.0,1,0,2,1,9,1,1,0,0,Midfield,PL
Abdoulaye Doucouré,CM,90.0,0,0,0.0,0.0,0.2,0,0,0,1,2,3,1,0,0,Midfield,PL
Tom Cleverley,CM,90.0,1,0,0.3,0.3,0.0,1,1,0,1,0,3,2,0,0,Midfield,PL
Kiko Femenía,CM,90.0,0,0,0.0,0.0,0.0,0,0,0,0,3,1,2,0,0,Midfield,PL
Christian Kabasele,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,1,0,Defender,PL
Adrian Mariappa,CB,63.0,0,0,0.0,0.0,0.0,0,0,2,1,0,1,3,0,0,Defender,PL
Alexandre Lacazette,FW,68.0,0,0,0.0,0.0,0.0,0,0,0,1,2,1,0,0,0,Forward,PL
Olivier Giroud,FW,22.0,0,0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,Forward,PL
Danny Welbeck,LW,61.0,0,0,0.0,0.0,0.2,0,0,1,1,0,1,0,0,0,Forward,PL
Mesut Özil,LW,29.0,0,0,0.3,0.3,0.2,1,1,2,1,2,0,1,0,0,Forward,PL
Alex Iwobi,RW,90.0,0,0,0.2,0.2,0.4,1,1,0,0,3,1,0,0,0,Forward,PL
Sead Kolašinac,CM,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,2,0,0,Midfield,PL
Héctor Bellerín,CM,90.0,0,0,0.1,0.1,0.0,1,0,3,0,3,2,1,0,0,Midfield,PL
Granit Xhaka,DM,90.0,0,1,0.1,0.1,0.1,2,2,1,1,1,1,1,0,0,Midfield,PL
Nacho Monreal,CB,90.0,0,0,0.0,0.0,0.0,1,0,2,0,1,3,1,0,0,Defender,PL
Rob Holding,CB,5.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Defender,PL
Glenn Murray,FW,85.0,0,0,0.0,0.0,0.0,0,0,3,1,0,0,0,0,0,Forward,PL
Pascal Groß,FW,90.0,0,1,0.0,0.0,0.3,0,0,1,3,12,1,0,0,0,Forward,PL
Solly March,CM,73.0,0,0,0.0,0.0,0.0,0,0,0,1,5,1,1,0,0,Midfield,PL
Davy Pröpper,DM,90.0,0,0,0.0,0.0,0.0,1,0,3,0,0,2,4,1,0,Midfield,PL
Dale Stephens,DM,90.0,0,0,0.0,0.0,0.0,1,0,1,0,0,1,4,0,0,Midfield,PL
Lewis Dunk,CB,90.0,0,0,0.1,0.1,0.0,1,0,1,1,0,1,0,1,0,Defender,PL
Shane Duffy,CB,73.0,0,0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,Defender,PL
Dominic Calvert-Lewin,LW,90.0,0,0,0.4,0.4,0.1,3,2,0,2,0,0,1,0,0,Forward,PL
Gylfi Sigurðsson,AM,90.0,0,0,0.1,0.1,0.0,3,0,0,0,4,1,0,0,0,Midfield,PL
Morgan Schneiderlin,DM,90.0,0,0,0.0,0.0,0.0,0,0,3,1,0,2,2,0,0,Midfield,PL
Oumar Niasse,DM,21.0,0,0,0.1,0.1,0.0,1,0,1,0,0,0,0,0,0,Midfield,PL
Leighton Baines,LB,84.0,0,0,0.0,0.0,0.0,0,0,0,1,4,1,1,0,0,Defender,PL
Michael Keane,CB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,1,1,1,0,0,Defender,PL
Phil Jagielka,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,Defender,PL
Mason Holgate,RB,90.0,0,0,0.0,0.0,0.0,1,1,0,1,3,1,2,0,0,Defender,PL
Shane Long,FW,82.0,0,0,0.1,0.1,0.0,2,0,0,3,1,0,0,0,0,Forward,PL
Nathan Redmond,CM,57.0,0,1,0.0,0.0,0.6,0,0,0,2,4,0,1,0,0,Midfield,PL
Sofiane Boufal,CM,33.0,0,0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,Midfield,PL
Oriol Romeu,CM,67.0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,2,0,0,Midfield,PL
Ryan Bertrand,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,3,1,1,0,0,Defender,PL
Virgil van Dijk,CB,90.0,0,0,0.2,0.2,0.0,1,0,0,1,0,1,3,0,0,Defender,PL
Maya Yoshida,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,2,1,1,0,0,0,Defender,PL
Cédric Soares,RB,90.0,0,0,0.0,0.0,0.0,1,0,0,1,7,0,1,0,0,Defender,PL
Dwight Gayle,FW,22.0,0,0,0.1,0.1,0.0,1,0,0,1,1,0,0,0,0,Forward,PL
Ayoze Pérez,FW,63.0,1,0,0.1,0.1,0.1,2,2,3,0,2,0,2,0,0,Forward,PL
Christian Atsu,CM,82.0,0,0,0.2,0.2,0.0,4,0,0,1,3,0,0,0,0,Midfield,PL
Jonjo Shelvey,CM,90.0,0,0,0.0,0.0,0.0,1,0,0,1,6,0,2,0,0,Midfield,PL
Isaac Hayden,CM,90.0,1,0,0.0,0.0,0.1,1,1,3,0,1,0,0,1,0,Midfield,PL
Matt Ritchie,CM,90.0,0,0,0.1,0.1,0.3,4,0,0,1,10,0,2,0,0,Midfield,PL
Javier Manquillo,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,Defender,PL
Florian Lejeune,CB,90.0,0,0,0.2,0.2,0.0,3,1,1,2,0,0,0,0,0,Defender,PL
Jamaal Lascelles,CB,90.0,0,0,0.1,0.1,0.0,1,1,1,1,0,0,0,0,0,Defender,PL
DeAndre Yedlin,RB,90.0,0,0,0.0,0.0,0.1,0,0,3,1,3,1,0,1,0,Defender,PL
Jamie Vardy,FW,90.0,0,0,0.2,0.2,0.0,1,0,1,4,2,0,0,0,0,Forward,PL
Kelechi Iheanacho,FW,74.0,0,0,0.0,0.0,0.1,0,0,1,0,0,0,0,1,0,Forward,PL
Marc Albrighton,CM,90.0,0,0,0.1,0.1,0.3,1,0,1,0,8,1,1,1,0,Midfield,PL
Riyad Mahrez,CM,90.0,1,0,0.3,0.3,0.0,2,1,2,1,10,1,0,0,0,Midfield,PL
Wilfred Ndidi,DM,90.0,0,0,0.0,0.0,0.0,1,0,4,0,1,3,0,0,0,Midfield,PL
Christian Fuchs,LB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,5,5,1,0,0,Defender,PL
Harry Maguire,CB,90.0,0,0,0.0,0.0,0.0,2,1,0,0,0,3,1,0,0,Defender,PL
Wes Morgan,CB,90.0,0,0,0.0,0.0,0.0,0,0,2,1,0,1,1,0,0,Defender,PL
Ben Chilwell,RB,16.0,0,0,0.0,0.0,0.0,0,0,0,1,2,0,0,0,0,Defender,PL
Jay Rodriguez,RW,84.0,0,0,0.0,0.0,0.0,0,0,0,2,1,1,1,0,0,Forward,PL
Jonny Evans,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,3,0,0,Defender,PL
Craig Dawson,RB,90.0,0,0,0.0,0.0,0.0,0,0,1,2,3,0,3,0,0,Defender,PL
Javier Hernández,FW,90.0,0,0,0.1,0.1,0.0,3,0,1,3,0,1,0,1,0,Forward,PL
Michail Antonio,RW,90.0,0,0,0.0,0.0,0.0,1,0,0,0,9,0,1,0,0,Forward,PL
Manuel Lanzini,AM,90.0,0,0,0.2,0.2,0.0,5,1,0,0,11,1,1,0,0,Midfield,PL
Cheikhou Kouyaté,CM,45.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,Midfield,PL
Arthur Masuaku,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,7,1,0,0,0,Defender,PL
Pablo Zabaleta,RB,90.0,0,0,0.0,0.0,0.3,0,0,1,3,7,3,1,0,0,Defender,PL
Glenn Murray,FW,90.0,2,0,1.2,0.4,0.0,3,3,7,2,0,0,0,0,0,Forward,PL
Pascal Groß,FW,76.0,0,1,0.0,0.0,0.1,0,0,1,1,3,2,1,0,0,Forward,PL
Solly March,CM,20.0,0,0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,Midfield,PL
Davy Pröpper,CM,90.0,0,1,0.0,0.0,0.0,0,0,0,0,1,3,4,0,0,Midfield,PL
Dale Stephens,CM,90.0,0,0,0.0,0.0,0.2,0,0,0,0,0,1,3,0,0,Midfield,PL
Ezequiel Schelotto,CM,6.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Gaëtan Bong,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,Defender,PL
Lewis Dunk,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,Defender,PL
Shane Duffy,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,Defender,PL
Michy Batshuayi,FW,29.0,2,0,0.7,0.7,0.0,4,2,0,0,0,0,0,0,0,Forward,PL
Pedro,RW,86.0,1,1,0.1,0.1,0.2,3,1,1,2,4,2,1,0,0,Forward,PL
Marcos Alonso,CM,68.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,Midfield,PL
Willian,FW,22.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,Forward,PL
César Azpilicueta,CM,90.0,1,0,0.4,0.4,0.0,1,1,1,1,4,1,1,0,0,Midfield,PL
Gary Cahill,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,Defender,PL
David Luiz,CB,90.0,0,0,0.1,0.1,0.0,2,1,2,5,0,2,7,0,0,Defender,PL
Antonio Rüdiger,CB,90.0,0,0,0.0,0.0,0.0,0,0,3,2,1,3,2,1,0,Defender,PL
Troy Deeney,FW,80.0,0,0,0.1,0.1,0.0,1,0,1,1,0,1,1,0,0,Forward,PL
Richarlison,AM,90.0,0,1,1.0,1.0,0.5,5,1,2,6,0,1,1,0,0,Midfield,PL
Roberto Pereyra,AM,65.0,1,0,0.5,0.5,0.0,1,1,1,0,1,1,1,0,0,Midfield,PL
José Holebas,CM,90.0,0,0,0.0,0.0,0.0,1,0,2,1,12,1,1,1,0,Midfield,PL
Kiko Femenía,CM,90.0,0,0,0.0,0.0,0.5,0,0,1,3,3,0,0,1,0,Midfield,PL
Abdoulaye Doucouré,DM,90.0,1,0,0.0,0.0,0.0,1,1,1,0,0,0,4,0,0,Midfield,PL
Tom Cleverley,DM,90.0,0,0,0.1,0.1,0.2,3,1,2,1,2,2,2,0,0,Midfield,PL
Christian Kabasele,CB,90.0,0,0,0.2,0.2,0.0,1,1,2,1,0,1,1,0,0,Defender,PL
Adrian Mariappa,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,3,1,0,Defender,PL
Christian Atsu,LW,90.0,0,0,0.1,0.1,0.0,2,0,0,1,3,0,0,0,0,Forward,PL
Matt Ritchie,RW,90.0,0,0,0.0,0.0,0.0,1,0,2,2,7,0,1,0,0,Forward,PL
Ayoze Pérez,AM,66.0,0,0,0.0,0.0,0.0,0,0,0,2,0,1,1,0,0,Midfield,PL
Jonjo Shelvey,DM,90.0,0,0,0.0,0.0,0.0,2,1,2,2,1,1,0,0,0,Midfield,PL
Isaac Hayden,DM,56.0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,Midfield,PL
Javier Manquillo,LB,90.0,0,0,0.0,0.0,0.0,0,0,3,0,2,0,1,1,0,Defender,PL
Florian Lejeune,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,0,Defender,PL
Jamaal Lascelles,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,2,1,0,Defender,PL
DeAndre Yedlin,RB,90.0,0,0,0.0,0.0,0.0,0,0,1,3,2,1,0,0,0,Defender,PL
Wilfried Zaha,FW,77.0,0,0,0.1,0.1,0.0,1,0,2,2,1,0,0,0,0,Forward,PL
Andros Townsend,FW,90.0,0,0,0.0,0.0,0.2,1,0,0,2,7,1,0,0,0,Forward,PL
Jeffrey Schlupp,CM,90.0,0,0,0.1,0.1,0.0,2,0,3,0,1,2,2,0,0,Midfield,PL
James McArthur,CM,88.0,0,0,0.0,0.0,0.0,0,0,1,3,1,3,2,0,0,Midfield,PL
Luka Milivojević,DM,90.0,0,0,0.1,0.1,0.0,2,0,2,0,0,2,1,0,0,Midfield,PL
Patrick van Aanholt,LB,90.0,0,0,0.0,0.0,0.0,1,0,0,0,0,1,1,1,0,Defender,PL
Mamadou Sakho,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,Defender,PL
Scott Dann,CB,90.0,0,0,0.0,0.0,0.0,0,0,3,0,0,1,1,0,0,Defender,PL
Joel Ward,RB,90.0,0,0,0.0,0.0,0.0,0,0,2,2,3,2,1,0,0,Defender,PL
Tammy Abraham,FW,90.0,0,0,0.2,0.2,0.0,3,1,1,1,0,0,0,0,0,Forward,PL
Jordan Ayew,LW,90.0,0,1,0.0,0.0,0.2,1,1,0,2,2,1,0,0,0,Forward,PL
Ki Sung-yueng,CM,45.0,0,0,0.0,0.0,0.1,2,0,1,0,1,0,1,0,0,Midfield,PL
Federico Fernández,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,Defender,PL
Jamie Vardy,FW,90.0,0,0,0.5,0.5,0.2,2,2,0,0,3,1,0,0,0,Forward,PL
Marc Albrighton,LW,90.0,0,0,0.3,0.3,0.1,2,1,2,0,5,0,1,0,0,Forward,PL
Riyad Mahrez,RW,87.0,0,1,0.0,0.0,0.9,1,1,0,1,4,0,1,0,0,Forward,PL
Demarai Gray,RW,3.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
Wilfred Ndidi,DM,90.0,0,0,0.1,0.1,0.0,3,1,1,0,0,0,1,0,0,Midfield,PL
Christian Fuchs,LB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,1,1,6,1,0,Defender,PL
Harry Maguire,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,Defender,PL
Wes Morgan,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0,Defender,PL
Sergio Agüero,AM,76.0,1,0,1.0,0.2,0.0,3,2,1,0,0,1,0,0,0,Midfield,PL
Gabriel Jesus,AM,14.0,0,0,0.2,0.2,0.0,1,1,2,0,0,0,1,0,0,Midfield,PL
Bernardo Silva,AM,90.0,0,0,0.3,0.3,0.0,2,1,0,3,3,1,0,0,0,Midfield,PL
David Silva,CM,90.0,0,0,0.2,0.2,0.5,3,1,2,0,2,1,0,0,0,Midfield,PL
Fernandinho,CM,78.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,3,1,0,Midfield,PL
Kevin De Bruyne,CM,80.0,0,1,0.4,0.4,0.5,2,2,1,0,4,0,0,0,0,Midfield,PL
İlkay Gündoğan,CM,10.0,0,0,0.0,0.0,0.2,0,0,0,0,0,0,0,0,0,Midfield,PL
Fabian Delph,LB,90.0,0,0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,Defender,PL
Nicolás Otamendi,CB,90.0,1,0,0.1,0.1,0.0,1,1,2,1,0,0,1,0,0,Defender,PL
John Stones,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Defender,PL
Kyle Walker,RB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,5,1,0,0,0,Defender,PL
Chris Wood,FW,20.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,Forward,PL
Ashley Barnes,FW,70.0,0,0,0.0,0.0,0.1,1,0,2,1,0,0,0,1,0,Forward,PL
Jeff Hendrick,FW,71.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
Jóhann Berg Guðmundsson,CM,19.0,0,0,0.2,0.2,0.0,2,0,0,0,0,1,0,0,0,Midfield,PL
Robbie Brady,CM,90.0,0,0,0.0,0.0,0.0,0,0,2,3,7,0,2,0,0,Midfield,PL
Ashley Westwood,DM,6.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Jack Cork,DM,90.0,0,0,0.0,0.0,0.0,0,0,0,2,1,3,4,1,0,Midfield,PL
Ben Mee,CB,90.0,0,0,0.0,0.0,0.0,2,0,0,1,0,0,3,0,0,Defender,PL
James Tarkowski,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,2,1,0,Defender,PL
Matthew Lowton,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,3,0,0,Defender,PL
Erik Pieters,CM,90.0,0,0,0.0,0.0,0.1,0,0,3,0,4,1,1,0,0,Midfield,PL
Kurt Zouma,CB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,1,3,0,0,Defender,PL
Junior Stanislas,LW,90.0,1,1,0.8,0.0,0.1,0,0,1,1,5,1,0,0,0,Forward,PL
Lys Mousset,FW,62.0,0,0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,Forward,PL
Steve Cook,CB,28.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,Defender,PL
Jordon Ibe,RW,87.0,0,0,0.2,0.2,0.0,2,1,0,4,1,0,0,0,0,Forward,PL
Andrew Surman,DM,90.0,1,0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,Midfield,PL
Lewis Cook,DM,77.0,0,0,0.0,0.0,0.2,0,0,3,2,0,1,1,1,0,Midfield,PL
Charlie Daniels,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,2,1,1,0,0,Defender,PL
Nathan Aké,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,3,0,0,Defender,PL
Simon Francis,CB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,1,0,0,Defender,PL
Adam Smith,RB,90.0,0,0,0.0,0.0,0.0,1,0,0,3,1,0,1,0,0,Defender,PL
Aaron Mooy,AM,90.0,1,0,0.2,0.2,0.2,1,1,1,0,6,2,1,1,0,Midfield,PL
Anthony Martial,LW,45.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,1,0,Forward,PL
Marcus Rashford,LW,45.0,1,0,0.2,0.2,0.0,1,1,1,1,2,1,0,0,0,Forward,PL
Juan Mata,RW,45.0,0,0,0.0,0.0,0.1,0,0,0,2,2,0,0,0,0,Forward,PL
Henrikh Mkhitaryan,RW,45.0,0,0,0.0,0.0,0.1,0,0,1,1,1,0,0,0,0,Forward,PL
Jesse Lingard,AM,90.0,0,0,0.0,0.0,0.0,0,0,3,2,5,0,0,0,0,Midfield,PL
Nemanja Matić,DM,90.0,0,0,0.1,0.1,0.0,1,0,1,0,1,3,1,0,0,Midfield,PL
Ashley Young,LB,90.0,0,0,0.1,0.1,0.2,1,0,1,0,12,1,4,1,0,Defender,PL
Phil Jones,CB,23.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,Defender,PL
Victor Lindelöf,CB,67.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,Defender,PL
Sofiane Boufal,FW,9.0,1,0,0.1,0.1,0.2,1,1,0,1,1,0,0,0,0,Forward,PL
Shane Long,RW,81.0,0,0,0.4,0.4,0.0,2,1,1,1,3,2,0,0,0,Forward,PL
Oriol Romeu,DM,69.0,0,0,0.4,0.4,0.0,1,0,2,0,0,3,0,0,0,Midfield,PL
Nathan Redmond,DM,21.0,0,0,0.0,0.0,0.1,1,0,0,0,0,0,0,0,0,Midfield,PL
Ryan Bertrand,LB,90.0,0,0,0.1,0.1,0.1,1,0,1,1,7,1,2,0,0,Defender,PL
Virgil van Dijk,CB,90.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,2,0,0,Defender,PL
Maya Yoshida,CB,90.0,0,0,0.2,0.2,0.0,3,1,1,0,0,1,1,0,0,Defender,PL
Cédric Soares,RB,90.0,0,0,0.0,0.0,0.1,1,0,0,0,6,0,0,0,0,Defender,PL
Jay Rodriguez,RW,90.0,0,0,0.2,0.2,0.0,2,0,2,1,2,1,1,0,0,Forward,PL
Jonny Evans,CB,32.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,2,0,0,Defender,PL
Craig Dawson,RB,88.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,Defender,PL
Craig Dawson,RB,88.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,Defender,PL
Craig Dawson,RB,88.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,Defender,PL
Craig Dawson,RB,88.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,Defender,PL
Craig Dawson,RB,88.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,Defender,PL
Craig Dawson,RB,88.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,Defender,PL
Craig Dawson,RB,88.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,Defender,PL
Craig Dawson,RB,88.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,Defender,PL
Craig Dawson,RB,88.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,Defender,PL
Craig Dawson,RB,88.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,Defender,PL
Dominic Calvert-Lewin,FW,75.0,0,0,0.1,0.1,0.1,2,0,1,2,1,0,0,0,0,Forward,PL
Oumar Niasse,FW,15.0,1,0,0.9,0.9,0.0,1,1,0,2,0,1,0,0,0,Forward,PL
Gylfi Sigurðsson,AM,90.0,0,0,0.1,0.1,0.1,1,0,0,0,4,0,2,0,0,Midfield,PL
Leighton Baines,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,0,4,0,2,0,0,Midfield,PL
Phil Jagielka,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,2,0,0,Defender,PL
Michael Keane,CB,90.0,0,0,0.0,0.0,0.0,1,0,2,1,0,1,1,0,0,Defender,PL
Tom Davies,CM,45.0,0,0,0.0,0.0,0.0,1,1,2,3,0,2,0,0,0,Midfield,PL
Alexandre Lacazette,FW,77.0,1,0,0.9,0.9,0.0,4,3,2,3,1,0,0,0,0,Forward,PL
Jack Wilshere,AM,13.0,0,1,0.0,0.0,0.3,0,0,0,0,0,0,0,0,0,Midfield,PL
Mesut Özil,AM,82.0,1,1,0.2,0.2,1.0,1,1,0,1,2,0,1,0,0,Midfield,PL
Granit Xhaka,CM,90.0,0,0,0.1,0.1,0.0,4,1,3,3,1,3,2,0,0,Midfield,PL
Sead Kolašinac,WB,90.0,0,0,0.3,0.3,0.0,3,0,1,0,0,1,2,0,0,Defender,PL
Héctor Bellerín,WB,90.0,0,0,0.2,0.2,0.2,3,1,1,0,3,0,1,0,0,Defender,PL
Nacho Monreal,CB,90.0,1,0,0.1,0.1,0.0,1,1,0,0,1,1,3,0,0,Defender,PL
Son Heung-min,FW,69.0,1,0,0.5,0.5,0.0,3,2,0,0,1,0,1,0,0,Forward,PL
Moussa Sissoko,CM,21.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,Midfield,PL
Harry Kane,FW,88.0,2,1,0.7,0.7,0.2,6,2,0,3,0,0,0,0,0,Forward,PL
Dele Alli,CM,90.0,1,0,0.1,0.1,0.4,1,1,0,4,0,5,3,0,0,Midfield,PL
Christian Eriksen,CM,81.0,0,0,0.0,0.0,0.2,1,0,0,0,1,0,1,0,0,Midfield,PL
Eric Dier,DM,9.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Harry Winks,DM,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,0,Midfield,PL
Serge Aurier,WB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,2,1,1,0,0,Defender,PL
Jan Vertonghen,CB,90.0,0,0,0.1,0.1,0.0,1,0,0,0,0,2,0,0,0,Defender,PL
Davinson Sánchez,CB,90.0,0,0,0.1,0.1,0.0,1,0,0,0,0,0,1,0,0,Defender,PL
Toby Alderweireld,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,Defender,PL
Roberto Firmino,FW,77.0,0,0,0.0,0.0,0.0,0,0,2,0,1,0,0,0,0,Forward,PL
Mohamed Salah,FW,90.0,1,0,0.4,0.4,0.1,3,3,0,1,3,0,0,0,0,Forward,PL
Jordan Henderson,CM,90.0,0,1,0.0,0.0,0.3,1,0,1,0,0,2,0,0,0,Midfield,PL
James Milner,DM,90.0,0,0,0.1,0.1,0.0,1,1,2,0,6,1,1,0,0,Midfield,PL
Joël Matip,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,0,0,0,Defender,PL
Dejan Lovren,CB,31.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,Defender,PL
Alex Oxlade-Chamberlain,FW,59.0,0,0,0.1,0.1,0.1,1,0,0,0,5,0,0,0,0,Forward,PL
Joe Gomez,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,Defender,PL
Marcus Rashford,FW,70.0,0,0,0.0,0.0,0.0,1,1,0,0,8,0,0,0,0,Forward,PL
Anthony Martial,AM,20.0,1,0,0.4,0.4,0.0,2,1,0,0,0,0,0,0,0,Midfield,PL
Henrikh Mkhitaryan,AM,65.0,0,0,0.0,0.0,0.0,1,1,0,1,4,0,0,0,0,Midfield,PL
Jesse Lingard,AM,25.0,0,0,0.1,0.1,0.1,1,0,1,0,2,0,0,0,0,Midfield,PL
Nemanja Matić,DM,90.0,0,0,0.0,0.0,0.1,1,0,0,0,1,0,4,0,0,Midfield,PL
Ashley Young,LB,90.0,0,0,0.0,0.0,0.0,1,0,1,3,4,2,0,0,0,Defender,PL
Phil Jones,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,Defender,PL
